START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/23/18,02:05 PM,03:05 PM,Cubs at Brewers,Maryvale Baseball Park - Phoenix,"Local TV: FSWI",02/23/18,02/23/18,05:05 PM,06:05 PM,FALSE,TRUE,02/23/18,01:05 PM,02:05 PM,FREE,BUSY
02/26/18,02:05 PM,03:05 PM,Indians at Brewers,Maryvale Baseball Park - Phoenix,"Local TV: FSWI ----- Local Radio: WTMJ 620",02/26/18,02/26/18,05:05 PM,06:05 PM,FALSE,TRUE,02/26/18,01:05 PM,02:05 PM,FREE,BUSY
02/27/18,02:05 PM,03:05 PM,Reds at Brewers,Maryvale Baseball Park - Phoenix,"Local TV: FSWI",02/27/18,02/27/18,05:05 PM,06:05 PM,FALSE,TRUE,02/27/18,01:05 PM,02:05 PM,FREE,BUSY
02/28/18,02:05 PM,03:05 PM,Giants at Brewers,Maryvale Baseball Park - Phoenix,"Local Radio: MLB.com",02/28/18,02/28/18,05:05 PM,06:05 PM,FALSE,TRUE,02/28/18,01:05 PM,02:05 PM,FREE,BUSY
03/02/18,02:05 PM,03:05 PM,Mariners at Brewers,Maryvale Baseball Park - Phoenix,"Local Radio: MLB.com",03/02/18,03/02/18,05:05 PM,06:05 PM,FALSE,TRUE,03/02/18,01:05 PM,02:05 PM,FREE,BUSY
03/04/18,02:05 PM,03:05 PM,Indians at Brewers,Maryvale Baseball Park - Phoenix,"Local Radio: WTMJ 620",03/04/18,03/04/18,05:05 PM,06:05 PM,FALSE,TRUE,03/04/18,01:05 PM,02:05 PM,FREE,BUSY
03/08/18,02:05 PM,03:05 PM,D-backs at Brewers,Maryvale Baseball Park - Phoenix,"Local TV: FSWI ----- Local Radio: WTMJ 620",03/08/18,03/08/18,05:05 PM,06:05 PM,FALSE,TRUE,03/08/18,01:05 PM,02:05 PM,FREE,BUSY
03/09/18,02:05 PM,03:05 PM,Athletics at Brewers,Maryvale Baseball Park - Phoenix,"Local TV: FSWI",03/09/18,03/09/18,05:05 PM,06:05 PM,FALSE,TRUE,03/09/18,01:05 PM,02:05 PM,FREE,BUSY
03/10/18,02:05 PM,03:05 PM,Rockies at Brewers,Maryvale Baseball Park - Phoenix,"Local TV: FSWI ----- Local Radio: WTMJ 620",03/10/18,03/10/18,05:05 PM,06:05 PM,FALSE,TRUE,03/10/18,01:05 PM,02:05 PM,FREE,BUSY
03/13/18,03:05 PM,04:05 PM,Rangers at Brewers,Maryvale Baseball Park - Phoenix,"Local TV: FSWI",03/13/18,03/13/18,06:05 PM,07:05 PM,FALSE,TRUE,03/13/18,02:05 PM,03:05 PM,FREE,BUSY
03/14/18,03:05 PM,04:05 PM,White Sox at Brewers,Maryvale Baseball Park - Phoenix,"Local Radio: MLB.com",03/14/18,03/14/18,06:05 PM,07:05 PM,FALSE,TRUE,03/14/18,02:05 PM,03:05 PM,FREE,BUSY
03/17/18,03:05 PM,04:05 PM,Rockies at Brewers,Maryvale Baseball Park - Phoenix,"Local Radio: MLB.com",03/17/18,03/17/18,06:05 PM,07:05 PM,FALSE,TRUE,03/17/18,02:05 PM,03:05 PM,FREE,BUSY
03/18/18,03:05 PM,04:05 PM,Dodgers at Brewers,Maryvale Baseball Park - Phoenix,"Local TV: FSWI ----- Local Radio: WTMJ 620",03/18/18,03/18/18,06:05 PM,07:05 PM,FALSE,TRUE,03/18/18,02:05 PM,03:05 PM,FREE,BUSY
03/21/18,03:05 PM,04:05 PM,Athletics at Brewers,Maryvale Baseball Park - Phoenix,"Local TV: FSWI- MLBN",03/21/18,03/21/18,06:05 PM,07:05 PM,FALSE,TRUE,03/21/18,02:05 PM,03:05 PM,FREE,BUSY
03/22/18,03:05 PM,04:05 PM,Royals at Brewers,Maryvale Baseball Park - Phoenix,"Local TV: FSWI- MLBN ----- Local Radio: WTMJ 620",03/22/18,03/22/18,06:05 PM,07:05 PM,FALSE,TRUE,03/22/18,02:05 PM,03:05 PM,FREE,BUSY
04/02/18,01:10 PM,02:10 PM,Cardinals at Brewers,Miller Park - Milwaukee,"Local TV: FSWI ----- Local Radio: WTMJ 620",04/02/18,04/02/18,04:10 PM,05:10 PM,FALSE,TRUE,04/02/18,12:10 PM,01:10 PM,FREE,BUSY
04/03/18,06:40 PM,07:40 PM,Cardinals at Brewers,Miller Park - Milwaukee,"Local TV: FSWI ----- Local Radio: WTMJ 620",04/03/18,04/03/18,09:40 PM,10:40 PM,FALSE,TRUE,04/03/18,05:40 PM,06:40 PM,FREE,BUSY
