START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/22/19,01:05 PM,01:05 PM,Fire at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"",02/22/19,02/22/19,04:05 PM,04:05 PM,FALSE,TRUE,02/22/19,12:05 PM,12:05 PM,FREE,BUSY
02/24/19,01:05 PM,01:05 PM,Phillies at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local Radio: WXYT 1270",02/24/19,02/24/19,04:05 PM,04:05 PM,FALSE,TRUE,02/24/19,12:05 PM,12:05 PM,FREE,BUSY
02/27/19,01:05 PM,01:05 PM,Yankees at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local Radio: WXYT 1270",02/27/19,02/27/19,04:05 PM,04:05 PM,FALSE,TRUE,02/27/19,12:05 PM,12:05 PM,FREE,BUSY
03/01/19,01:05 PM,01:05 PM,Mets at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local Radio: WXYT 1270",03/01/19,03/01/19,04:05 PM,04:05 PM,FALSE,TRUE,03/01/19,12:05 PM,12:05 PM,FREE,BUSY
03/02/19,01:05 PM,01:05 PM,Braves at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local Radio: 97.1 The Ticket",03/02/19,03/02/19,04:05 PM,04:05 PM,FALSE,TRUE,03/02/19,12:05 PM,12:05 PM,FREE,BUSY
03/04/19,01:05 PM,01:05 PM,Cardinals at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local Radio: WXYT 1270",03/04/19,03/04/19,04:05 PM,04:05 PM,FALSE,TRUE,03/04/19,12:05 PM,12:05 PM,FREE,BUSY
03/05/19,01:05 PM,01:05 PM,Blue Jays at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local Radio: WXYT 1270",03/05/19,03/05/19,04:05 PM,04:05 PM,FALSE,TRUE,03/05/19,12:05 PM,12:05 PM,FREE,BUSY
03/07/19,01:05 PM,01:05 PM,Phillies at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local Radio: WXYT 1270",03/07/19,03/07/19,04:05 PM,04:05 PM,FALSE,TRUE,03/07/19,12:05 PM,12:05 PM,FREE,BUSY
03/09/19,01:05 PM,01:05 PM,Braves at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local Radio: 97.1 The Ticket",03/09/19,03/09/19,04:05 PM,04:05 PM,FALSE,TRUE,03/09/19,12:05 PM,12:05 PM,FREE,BUSY
03/10/19,01:05 PM,01:05 PM,Yankees at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local Radio: WXYT 1270",03/10/19,03/10/19,04:05 PM,04:05 PM,FALSE,TRUE,03/10/19,12:05 PM,12:05 PM,FREE,BUSY
03/14/19,01:05 PM,01:05 PM,Red Sox at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local TV: FS-D- MLBN (out-of-market only) ----- Local Radio: WXYT 1270",03/14/19,03/14/19,04:05 PM,04:05 PM,FALSE,TRUE,03/14/19,12:05 PM,12:05 PM,FREE,BUSY
03/16/19,01:05 PM,01:05 PM,Pirates at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local Radio: WXYT 1270",03/16/19,03/16/19,04:05 PM,04:05 PM,FALSE,TRUE,03/16/19,12:05 PM,12:05 PM,FREE,BUSY
03/17/19,01:05 PM,01:05 PM,Braves at Tigers,Publix Field at Joker Marchant Stadium - Lakeland,"Local TV: FS-D+ ----- Local Radio: WXYT 1270",03/17/19,03/17/19,04:05 PM,04:05 PM,FALSE,TRUE,03/17/19,12:05 PM,12:05 PM,FREE,BUSY
