START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/22/19,01:05 PM,01:05 PM,Phillies at Rays,Charlotte Sports Park - Port Charlotte,"Local Radio: MLB.com",02/22/19,02/22/19,04:05 PM,04:05 PM,FALSE,TRUE,02/22/19,12:05 PM,12:05 PM,FREE,BUSY
02/24/19,01:05 PM,01:05 PM,Yankees at Rays,Charlotte Sports Park - Port Charlotte,"Local TV: Fox Sports Sun- MLBN (out-of-market only) ----- Local Radio: WDAE 620 AM /95.3 FM",02/24/19,02/24/19,04:05 PM,04:05 PM,FALSE,TRUE,02/24/19,12:05 PM,12:05 PM,FREE,BUSY
02/25/19,01:05 PM,01:05 PM,Marlins at Rays,Charlotte Sports Park - Port Charlotte,"Local TV: Fox Sports Sun ----- Local Radio: MLB.com",02/25/19,02/25/19,04:05 PM,04:05 PM,FALSE,TRUE,02/25/19,12:05 PM,12:05 PM,FREE,BUSY
02/27/19,01:05 PM,01:05 PM,Red Sox at Rays,Charlotte Sports Park - Port Charlotte,"Local TV: Fox Sports Sun ----- Local Radio: MLB.com",02/27/19,02/27/19,04:05 PM,04:05 PM,FALSE,TRUE,02/27/19,12:05 PM,12:05 PM,FREE,BUSY
02/28/19,06:35 PM,06:35 PM,Twins at Rays,Charlotte Sports Park - Port Charlotte,"Local Radio: WDAE 620 AM /95.3 FM",02/28/19,02/28/19,09:35 PM,09:35 PM,FALSE,TRUE,02/28/19,05:35 PM,05:35 PM,FREE,BUSY
03/02/19,01:05 PM,01:05 PM,Phillies at Rays,Charlotte Sports Park - Port Charlotte,"Local TV: Fox Sports Sun ----- Local Radio: WDAE 620 AM /95.3 FM",03/02/19,03/02/19,04:05 PM,04:05 PM,FALSE,TRUE,03/02/19,12:05 PM,12:05 PM,FREE,BUSY
03/05/19,06:05 PM,06:05 PM,USF Bulls at Rays,Charlotte Sports Park - Port Charlotte,"Local Radio: WDAE 620 AM /95.3 FM",03/05/19,03/05/19,09:05 PM,09:05 PM,FALSE,TRUE,03/05/19,05:05 PM,05:05 PM,FREE,BUSY
03/06/19,01:05 PM,01:05 PM,Orioles at Rays,Charlotte Sports Park - Port Charlotte,"Local TV: Fox Sports Sun ----- Local Radio: MLB.com",03/06/19,03/06/19,04:05 PM,04:05 PM,FALSE,TRUE,03/06/19,12:05 PM,12:05 PM,FREE,BUSY
03/07/19,01:05 PM,01:05 PM,Blue Jays at Rays,Charlotte Sports Park - Port Charlotte,"Local Radio: MLB.com",03/07/19,03/07/19,04:05 PM,04:05 PM,FALSE,TRUE,03/07/19,12:05 PM,12:05 PM,FREE,BUSY
03/09/19,01:05 PM,01:05 PM,Orioles at Rays,Charlotte Sports Park - Port Charlotte,"Local TV: Fox Sports Sun ----- Local Radio: WDAE 620 AM /95.3 FM",03/09/19,03/09/19,04:05 PM,04:05 PM,FALSE,TRUE,03/09/19,12:05 PM,12:05 PM,FREE,BUSY
