START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/21/18,01:10 PM,03:10 PM,Sun Devils at D-backs,Salt River Fields at Talking Stick - Scottsdale,"",02/21/18,02/21/18,04:10 PM,06:10 PM,FALSE,TRUE,02/21/18,12:10 PM,02:10 PM,FREE,BUSY
02/24/18,01:10 PM,03:10 PM,Indians at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local Radio: 98.7 FM Arizona's Sports Station",02/24/18,02/24/18,04:10 PM,06:10 PM,FALSE,TRUE,02/24/18,12:10 PM,02:10 PM,FREE,BUSY
02/25/18,01:10 PM,03:10 PM,Brewers at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local Radio: 98.7 FM Arizona's Sports Station",02/25/18,02/25/18,04:10 PM,06:10 PM,FALSE,TRUE,02/25/18,12:10 PM,02:10 PM,FREE,BUSY
02/26/18,01:10 PM,03:10 PM,Rockies at D-backs,Salt River Fields at Talking Stick - Scottsdale,"",02/26/18,02/26/18,04:10 PM,06:10 PM,FALSE,TRUE,02/26/18,12:10 PM,02:10 PM,FREE,BUSY
02/28/18,01:10 PM,03:10 PM,Rockies at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local Radio: MLB.com",02/28/18,02/28/18,04:10 PM,06:10 PM,FALSE,TRUE,02/28/18,12:10 PM,02:10 PM,FREE,BUSY
03/01/18,01:10 PM,03:10 PM,Brewers at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local TV: FS-A ----- Local Radio: MLB.com",03/01/18,03/01/18,04:10 PM,06:10 PM,FALSE,TRUE,03/01/18,12:10 PM,02:10 PM,FREE,BUSY
03/04/18,01:10 PM,03:10 PM,Cubs at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local TV: FS-A+ ----- Local Radio: ESPN Phoenix 620",03/04/18,03/04/18,04:10 PM,06:10 PM,FALSE,TRUE,03/04/18,12:10 PM,02:10 PM,FREE,BUSY
03/06/18,01:10 PM,03:10 PM,Angels at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local TV: FS-A ----- Local Radio: MLB.com",03/06/18,03/06/18,04:10 PM,06:10 PM,FALSE,TRUE,03/06/18,12:10 PM,02:10 PM,FREE,BUSY
03/10/18,01:10 PM,03:10 PM,Royals at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local TV: FS-A ----- Local Radio: ESPN Phoenix 620",03/10/18,03/10/18,04:10 PM,06:10 PM,FALSE,TRUE,03/10/18,12:10 PM,02:10 PM,FREE,BUSY
03/12/18,01:10 PM,04:10 PM,Rockies at D-backs,Salt River Fields at Talking Stick - Scottsdale,"",03/12/18,03/12/18,04:10 PM,07:10 PM,FALSE,TRUE,03/12/18,12:10 PM,03:10 PM,FREE,BUSY
03/14/18,01:10 PM,04:10 PM,Reds at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local TV: FS-A- MLBN ----- Local Radio: MLB.com",03/14/18,03/14/18,04:10 PM,07:10 PM,FALSE,TRUE,03/14/18,12:10 PM,03:10 PM,FREE,BUSY
03/16/18,01:10 PM,04:10 PM,Dodgers at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local TV: FS-A",03/16/18,03/16/18,04:10 PM,07:10 PM,FALSE,TRUE,03/16/18,12:10 PM,03:10 PM,FREE,BUSY
03/17/18,01:10 PM,04:10 PM,Padres at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local Radio: 98.7 FM Arizona's Sports Station",03/17/18,03/17/18,04:10 PM,07:10 PM,FALSE,TRUE,03/17/18,12:10 PM,03:10 PM,FREE,BUSY
03/19/18,01:10 PM,04:10 PM,White Sox at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local TV: MLBN",03/19/18,03/19/18,04:10 PM,07:10 PM,FALSE,TRUE,03/19/18,12:10 PM,03:10 PM,FREE,BUSY
03/21/18,06:40 PM,09:40 PM,Giants at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local Radio: MLB.com",03/21/18,03/22/18,09:40 PM,12:40 AM,FALSE,TRUE,03/21/18,05:40 PM,08:40 PM,FREE,BUSY
03/22/18,06:40 PM,09:40 PM,White Sox at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local Radio: MLB.com",03/22/18,03/23/18,09:40 PM,12:40 AM,FALSE,TRUE,03/22/18,05:40 PM,08:40 PM,FREE,BUSY
03/24/18,01:10 PM,04:10 PM,Royals at D-backs,Salt River Fields at Talking Stick - Scottsdale,"Local Radio: ESPN Phoenix 620",03/24/18,03/24/18,04:10 PM,07:10 PM,FALSE,TRUE,03/24/18,12:10 PM,03:10 PM,FREE,BUSY
03/26/18,06:40 PM,09:40 PM,Indians at D-backs,Chase Field - Phoenix,"Local Radio: KHOV 105.1",03/26/18,03/27/18,09:40 PM,12:40 AM,FALSE,TRUE,03/26/18,05:40 PM,08:40 PM,FREE,BUSY
03/27/18,12:40 PM,03:40 PM,Indians at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: ESPN Phoenix 620- KHOV 105.1",03/27/18,03/27/18,03:40 PM,06:40 PM,FALSE,TRUE,03/27/18,11:40 AM,02:40 PM,FREE,BUSY
03/29/18,07:10 PM,10:10 PM,Rockies at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",03/29/18,03/30/18,10:10 PM,01:10 AM,FALSE,TRUE,03/29/18,06:10 PM,09:10 PM,FREE,BUSY
03/30/18,06:40 PM,09:40 PM,Rockies at D-backs,Chase Field - Phoenix,"Local TV: FS-A+ ----- Local Radio: ESPN Phoenix 620- KHOV 105.1",03/30/18,03/31/18,09:40 PM,12:40 AM,FALSE,TRUE,03/30/18,05:40 PM,08:40 PM,FREE,BUSY
03/31/18,05:10 PM,08:10 PM,Rockies at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",03/31/18,03/31/18,08:10 PM,11:10 PM,FALSE,TRUE,03/31/18,04:10 PM,07:10 PM,FREE,BUSY
04/02/18,06:40 PM,09:40 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",04/02/18,04/03/18,09:40 PM,12:40 AM,FALSE,TRUE,04/02/18,05:40 PM,08:40 PM,FREE,BUSY
04/03/18,06:40 PM,09:40 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: ESPN Phoenix 620- KHOV 105.1",04/03/18,04/04/18,09:40 PM,12:40 AM,FALSE,TRUE,04/03/18,05:40 PM,08:40 PM,FREE,BUSY
04/04/18,12:40 PM,03:40 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: ESPN Phoenix 620- KHOV 105.1",04/04/18,04/04/18,03:40 PM,06:40 PM,FALSE,TRUE,04/04/18,11:40 AM,02:40 PM,FREE,BUSY
04/17/18,06:40 PM,09:40 PM,Giants at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",04/17/18,04/18/18,09:40 PM,12:40 AM,FALSE,TRUE,04/17/18,05:40 PM,08:40 PM,FREE,BUSY
04/18/18,06:40 PM,09:40 PM,Giants at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",04/18/18,04/19/18,09:40 PM,12:40 AM,FALSE,TRUE,04/18/18,05:40 PM,08:40 PM,FREE,BUSY
04/19/18,06:40 PM,09:40 PM,Giants at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",04/19/18,04/20/18,09:40 PM,12:40 AM,FALSE,TRUE,04/19/18,05:40 PM,08:40 PM,FREE,BUSY
04/20/18,06:40 PM,09:40 PM,Padres at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",04/20/18,04/21/18,09:40 PM,12:40 AM,FALSE,TRUE,04/20/18,05:40 PM,08:40 PM,FREE,BUSY
04/21/18,05:10 PM,08:10 PM,Padres at D-backs,Chase Field - Phoenix,"Local TV: FS-A- FS-A+(Sp.) ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",04/21/18,04/21/18,08:10 PM,11:10 PM,FALSE,TRUE,04/21/18,04:10 PM,07:10 PM,FREE,BUSY
04/22/18,01:10 PM,04:10 PM,Padres at D-backs,Chase Field - Phoenix,"Local TV: FS-A- FS-A+(Sp.) ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",04/22/18,04/22/18,04:10 PM,07:10 PM,FALSE,TRUE,04/22/18,12:10 PM,03:10 PM,FREE,BUSY
04/30/18,06:40 PM,09:40 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",04/30/18,05/01/18,09:40 PM,12:40 AM,FALSE,TRUE,04/30/18,05:40 PM,08:40 PM,FREE,BUSY
05/01/18,06:40 PM,09:40 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",05/01/18,05/02/18,09:40 PM,12:40 AM,FALSE,TRUE,05/01/18,05:40 PM,08:40 PM,FREE,BUSY
05/02/18,06:40 PM,09:40 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: FS-A ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",05/02/18,05/03/18,09:40 PM,12:40 AM,FALSE,TRUE,05/02/18,05:40 PM,08:40 PM,FREE,BUSY
05/03/18,12:40 PM,03:40 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: FB-WATCH ----- Local Radio: ESPN Phoenix 620- KHOV 105.1",05/03/18,05/03/18,03:40 PM,06:40 PM,FALSE,TRUE,05/03/18,11:40 AM,02:40 PM,FREE,BUSY
05/04/18,06:40 PM,09:40 PM,Astros at D-backs,Chase Field - Phoenix,"Local TV: FS-A- MLBN (out-of-market only) ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",05/04/18,05/05/18,09:40 PM,12:40 AM,FALSE,TRUE,05/04/18,05:40 PM,08:40 PM,FREE,BUSY
05/05/18,05:10 PM,08:10 PM,Astros at D-backs,Chase Field - Phoenix,"Local TV: FS-A- FS-A+(Sp.) ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",05/05/18,05/05/18,08:10 PM,11:10 PM,FALSE,TRUE,05/05/18,04:10 PM,07:10 PM,FREE,BUSY
05/06/18,01:10 PM,04:10 PM,Astros at D-backs,Chase Field - Phoenix,"Local TV: FS-A- FS-A+(Sp.) ----- Local Radio: 98.7 FM Arizona's Sports Station- KHOV 105.1",05/06/18,05/06/18,04:10 PM,07:10 PM,FALSE,TRUE,05/06/18,12:10 PM,03:10 PM,FREE,BUSY
