START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/23/18,01:05 PM,01:05 PM,Tigers at Yankees,George M. Steinbrenner Field - Tampa,"Local TV: YES",02/23/18,02/23/18,04:05 PM,04:05 PM,FALSE,TRUE,02/23/18,12:05 PM,12:05 PM,FREE,BUSY
02/26/18,06:35 PM,06:35 PM,Phillies at Yankees,George M. Steinbrenner Field - Tampa,"",02/26/18,02/26/18,09:35 PM,09:35 PM,FALSE,TRUE,02/26/18,05:35 PM,05:35 PM,FREE,BUSY
02/28/18,01:05 PM,01:05 PM,Tigers at Yankees,George M. Steinbrenner Field - Tampa,"Local TV: YES",02/28/18,02/28/18,04:05 PM,04:05 PM,FALSE,TRUE,02/28/18,12:05 PM,12:05 PM,FREE,BUSY
03/02/18,01:05 PM,01:05 PM,Braves at Yankees,George M. Steinbrenner Field - Tampa,"Local TV: YES",03/02/18,03/02/18,04:05 PM,04:05 PM,FALSE,TRUE,03/02/18,12:05 PM,12:05 PM,FREE,BUSY
03/04/18,01:05 PM,01:05 PM,Rays at Yankees,George M. Steinbrenner Field - Tampa,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM",03/04/18,03/04/18,04:05 PM,04:05 PM,FALSE,TRUE,03/04/18,12:05 PM,12:05 PM,FREE,BUSY
03/08/18,01:05 PM,01:05 PM,Phillies at Yankees,George M. Steinbrenner Field - Tampa,"Local TV: YES",03/08/18,03/08/18,04:05 PM,04:05 PM,FALSE,TRUE,03/08/18,12:05 PM,12:05 PM,FREE,BUSY
03/10/18,01:05 PM,01:05 PM,Mets at Yankees,George M. Steinbrenner Field - Tampa,"Local TV: YES- MLBN ----- Local Radio: WFAN 660/101.9 FM",03/10/18,03/10/18,04:05 PM,04:05 PM,FALSE,TRUE,03/10/18,12:05 PM,12:05 PM,FREE,BUSY
03/12/18,06:35 PM,06:35 PM,Twins at Yankees,George M. Steinbrenner Field - Tampa,"Local TV: YES ----- Local Radio: WFAN 660/101.9 FM",03/12/18,03/12/18,09:35 PM,09:35 PM,FALSE,TRUE,03/12/18,05:35 PM,05:35 PM,FREE,BUSY
03/13/18,01:05 PM,01:05 PM,Tigers at Yankees,George M. Steinbrenner Field - Tampa,"Local TV: YES",03/13/18,03/13/18,04:05 PM,04:05 PM,FALSE,TRUE,03/13/18,12:05 PM,12:05 PM,FREE,BUSY
03/15/18,01:05 PM,01:05 PM,Pirates at Yankees,George M. Steinbrenner Field - Tampa,"Local TV: YES",03/15/18,03/15/18,04:05 PM,04:05 PM,FALSE,TRUE,03/15/18,12:05 PM,12:05 PM,FREE,BUSY
