START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/23/19,01:07 PM,01:07 PM,Tigers at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: SN590",02/23/19,02/23/19,04:07 PM,04:07 PM,FALSE,TRUE,02/23/19,12:07 PM,12:07 PM,FREE,BUSY
02/28/19,01:07 PM,01:07 PM,Phillies at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: MLB.com",02/28/19,02/28/19,04:07 PM,04:07 PM,FALSE,TRUE,02/28/19,12:07 PM,12:07 PM,FREE,BUSY
03/01/19,01:07 PM,01:07 PM,Pirates at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: MLB.com",03/01/19,03/01/19,04:07 PM,04:07 PM,FALSE,TRUE,03/01/19,12:07 PM,12:07 PM,FREE,BUSY
03/02/19,01:07 PM,01:07 PM,Rays at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: SN590",03/02/19,03/02/19,04:07 PM,04:07 PM,FALSE,TRUE,03/02/19,12:07 PM,12:07 PM,FREE,BUSY
03/03/19,01:07 PM,01:07 PM,Yankees at Blue Jays,Dunedin Stadium - Dunedin,"Local TV: SN ----- Local Radio: SN590",03/03/19,03/03/19,04:07 PM,04:07 PM,FALSE,TRUE,03/03/19,12:07 PM,12:07 PM,FREE,BUSY
03/06/19,01:07 PM,01:07 PM,Phillies at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: MLB.com",03/06/19,03/06/19,04:07 PM,04:07 PM,FALSE,TRUE,03/06/19,12:07 PM,12:07 PM,FREE,BUSY
03/08/19,01:07 PM,01:07 PM,Pirates at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: MLB.com",03/08/19,03/08/19,04:07 PM,04:07 PM,FALSE,TRUE,03/08/19,12:07 PM,12:07 PM,FREE,BUSY
03/12/19,01:07 PM,01:07 PM,Rays at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: SN590",03/12/19,03/12/19,04:07 PM,04:07 PM,FALSE,TRUE,03/12/19,12:07 PM,12:07 PM,FREE,BUSY
03/14/19,01:07 PM,01:07 PM,Yankees at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: SN590",03/14/19,03/14/19,04:07 PM,04:07 PM,FALSE,TRUE,03/14/19,12:07 PM,12:07 PM,FREE,BUSY
03/16/19,01:07 PM,01:07 PM,Orioles at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: SN590",03/16/19,03/16/19,04:07 PM,04:07 PM,FALSE,TRUE,03/16/19,12:07 PM,12:07 PM,FREE,BUSY
03/17/19,01:07 PM,01:07 PM,Twins at Blue Jays,Dunedin Stadium - Dunedin,"Local TV: SN- MLBN (out-of-market only) ----- Local Radio: SN590",03/17/19,03/17/19,04:07 PM,04:07 PM,FALSE,TRUE,03/17/19,12:07 PM,12:07 PM,FREE,BUSY
03/18/19,01:07 PM,01:07 PM,Tigers at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: MLB.com",03/18/19,03/18/19,04:07 PM,04:07 PM,FALSE,TRUE,03/18/19,12:07 PM,12:07 PM,FREE,BUSY
03/20/19,01:07 PM,01:07 PM,Braves at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: MLB.com",03/20/19,03/20/19,04:07 PM,04:07 PM,FALSE,TRUE,03/20/19,12:07 PM,12:07 PM,FREE,BUSY
03/22/19,06:07 PM,06:07 PM,Orioles at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: MLB.com",03/22/19,03/22/19,09:07 PM,09:07 PM,FALSE,TRUE,03/22/19,05:07 PM,05:07 PM,FREE,BUSY
03/23/19,01:07 PM,01:07 PM,Canada Jr. Team at Blue Jays,Dunedin Stadium - Dunedin,"Local Radio: SN590",03/23/19,03/23/19,04:07 PM,04:07 PM,FALSE,TRUE,03/23/19,12:07 PM,12:07 PM,FREE,BUSY
03/25/19,07:05 PM,07:05 PM,Brewers at Blue Jays,Olympic Stadium - Montreal,"Local TV: SN ----- Local Radio: SN590",03/25/19,03/25/19,10:05 PM,10:05 PM,FALSE,TRUE,03/25/19,06:05 PM,06:05 PM,FREE,BUSY
03/26/19,07:05 PM,07:05 PM,Brewers at Blue Jays,Olympic Stadium - Montreal,"Local TV: SN- MLBN (out-of-market only)",03/26/19,03/26/19,10:05 PM,10:05 PM,FALSE,TRUE,03/26/19,06:05 PM,06:05 PM,FREE,BUSY
03/28/19,03:37 PM,03:37 PM,Tigers at Blue Jays,Rogers Centre - Toronto,"Local TV: SNET ----- Local Radio: SN590",03/28/19,03/28/19,06:37 PM,06:37 PM,FALSE,TRUE,03/28/19,02:37 PM,02:37 PM,FREE,BUSY
