START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/24/19,03:05 PM,03:05 PM,D-backs at Indians,Goodyear Ballpark - Goodyear,"Local Radio: WTAM 1100",02/24/19,02/24/19,06:05 PM,06:05 PM,FALSE,TRUE,02/24/19,02:05 PM,02:05 PM,FREE,BUSY
02/25/19,03:05 PM,03:05 PM,Rangers at Indians,Goodyear Ballpark - Goodyear,"Local Radio: MLB.com",02/25/19,02/25/19,06:05 PM,06:05 PM,FALSE,TRUE,02/25/19,02:05 PM,02:05 PM,FREE,BUSY
02/27/19,03:05 PM,03:05 PM,Mariners at Indians,Goodyear Ballpark - Goodyear,"Local Radio: MLB.com",02/27/19,02/27/19,06:05 PM,06:05 PM,FALSE,TRUE,02/27/19,02:05 PM,02:05 PM,FREE,BUSY
03/01/19,08:05 PM,08:05 PM,Dodgers at Indians,Goodyear Ballpark - Goodyear,"Local TV: SportsTime Ohio ----- Local Radio: WTAM 1100",03/01/19,03/01/19,11:05 PM,11:05 PM,FALSE,TRUE,03/01/19,07:05 PM,07:05 PM,FREE,BUSY
03/03/19,03:05 PM,03:05 PM,Royals at Indians,Goodyear Ballpark - Goodyear,"Local Radio: ALT 99.1",03/03/19,03/03/19,06:05 PM,06:05 PM,FALSE,TRUE,03/03/19,02:05 PM,02:05 PM,FREE,BUSY
03/05/19,03:05 PM,03:05 PM,White Sox at Indians,Goodyear Ballpark - Goodyear,"Local Radio: WTAM 1100",03/05/19,03/05/19,06:05 PM,06:05 PM,FALSE,TRUE,03/05/19,02:05 PM,02:05 PM,FREE,BUSY
03/08/19,08:05 PM,08:05 PM,Giants at Indians,Goodyear Ballpark - Goodyear,"",03/08/19,03/08/19,11:05 PM,11:05 PM,FALSE,TRUE,03/08/19,07:05 PM,07:05 PM,FREE,BUSY
03/09/19,03:05 PM,03:05 PM,Rockies at Indians,Goodyear Ballpark - Goodyear,"Local Radio: WTAM 1100",03/09/19,03/09/19,06:05 PM,06:05 PM,FALSE,TRUE,03/09/19,02:05 PM,02:05 PM,FREE,BUSY
03/11/19,04:05 PM,04:05 PM,Reds at Indians,Goodyear Ballpark - Goodyear,"",03/11/19,03/11/19,07:05 PM,07:05 PM,FALSE,TRUE,03/11/19,03:05 PM,03:05 PM,FREE,BUSY
03/13/19,04:05 PM,04:05 PM,Brewers at Indians,Goodyear Ballpark - Goodyear,"",03/13/19,03/13/19,07:05 PM,07:05 PM,FALSE,TRUE,03/13/19,03:05 PM,03:05 PM,FREE,BUSY
03/14/19,04:05 PM,04:05 PM,Rockies at Indians,Goodyear Ballpark - Goodyear,"Local Radio: ALT 99.1",03/14/19,03/14/19,07:05 PM,07:05 PM,FALSE,TRUE,03/14/19,03:05 PM,03:05 PM,FREE,BUSY
03/18/19,04:05 PM,04:05 PM,Padres at Indians,Goodyear Ballpark - Goodyear,"Local Radio: MLB.com",03/18/19,03/18/19,07:05 PM,07:05 PM,FALSE,TRUE,03/18/19,03:05 PM,03:05 PM,FREE,BUSY
03/20/19,09:05 PM,09:05 PM,Angels at Indians,Goodyear Ballpark - Goodyear,"Local TV: SportsTime Ohio ----- Local Radio: MLB.com",03/21/19,03/21/19,12:05 AM,12:05 AM,FALSE,TRUE,03/20/19,08:05 PM,08:05 PM,FREE,BUSY
03/22/19,09:05 PM,09:05 PM,Cubs at Indians,Goodyear Ballpark - Goodyear,"Local TV: SportsTime Ohio",03/23/19,03/23/19,12:05 AM,12:05 AM,FALSE,TRUE,03/22/19,08:05 PM,08:05 PM,FREE,BUSY
03/23/19,04:05 PM,04:05 PM,Reds at Indians,Goodyear Ballpark - Goodyear,"Local TV: SportsTime Ohio ----- Local Radio: WTAM 1100",03/23/19,03/23/19,07:05 PM,07:05 PM,FALSE,TRUE,03/23/19,03:05 PM,03:05 PM,FREE,BUSY
04/01/19,04:10 PM,04:10 PM,White Sox at Indians,Progressive Field - Cleveland,"Local TV: ESPN- SportsTime Ohio ----- Local Radio: WTAM 1100- WMMS 100.7- Indians Radio Network",04/01/19,04/01/19,07:10 PM,07:10 PM,FALSE,TRUE,04/01/19,03:10 PM,03:10 PM,FREE,BUSY
04/03/19,01:10 PM,01:10 PM,White Sox at Indians,Progressive Field - Cleveland,"Local TV: SportsTime Ohio ----- Local Radio: WTAM 1100- Indians Radio Network",04/03/19,04/03/19,04:10 PM,04:10 PM,FALSE,TRUE,04/03/19,12:10 PM,12:10 PM,FREE,BUSY
04/04/19,06:10 PM,06:10 PM,Blue Jays at Indians,Progressive Field - Cleveland,"Local TV: SportsTime Ohio ----- Local Radio: WTAM 1100- Indians Radio Network",04/04/19,04/04/19,09:10 PM,09:10 PM,FALSE,TRUE,04/04/19,05:10 PM,05:10 PM,FREE,BUSY
