START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/23/18,12:05 PM,03:05 PM,Brewers at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: KNBR 680",02/23/18,02/23/18,03:05 PM,06:05 PM,FALSE,TRUE,02/23/18,11:05 AM,02:05 PM,FREE,BUSY
02/25/18,12:05 PM,03:05 PM,Cubs at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: KNBR 680",02/25/18,02/25/18,03:05 PM,06:05 PM,FALSE,TRUE,02/25/18,11:05 AM,02:05 PM,FREE,BUSY
02/26/18,12:05 PM,03:05 PM,Royals at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: MLB.com",02/26/18,02/26/18,03:05 PM,06:05 PM,FALSE,TRUE,02/26/18,11:05 AM,02:05 PM,FREE,BUSY
02/27/18,12:05 PM,03:05 PM,D-backs at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: MLB.com",02/27/18,02/27/18,03:05 PM,06:05 PM,FALSE,TRUE,02/27/18,11:05 AM,02:05 PM,FREE,BUSY
03/01/18,12:05 PM,03:05 PM,Angels at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: MLB.com",03/01/18,03/01/18,03:05 PM,06:05 PM,FALSE,TRUE,03/01/18,11:05 AM,02:05 PM,FREE,BUSY
03/02/18,12:05 PM,03:05 PM,Reds at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: MLB.com",03/02/18,03/02/18,03:05 PM,06:05 PM,FALSE,TRUE,03/02/18,11:05 AM,02:05 PM,FREE,BUSY
03/03/18,12:05 PM,03:05 PM,Rangers at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: KNBR 680",03/03/18,03/03/18,03:05 PM,06:05 PM,FALSE,TRUE,03/03/18,11:05 AM,02:05 PM,FREE,BUSY
03/04/18,12:05 PM,03:05 PM,Dodgers at Giants,Scottsdale Stadium - Scottsdale,"Local TV: NBCS BA ----- Local Radio: KNBR 680",03/04/18,03/04/18,03:05 PM,06:05 PM,FALSE,TRUE,03/04/18,11:05 AM,02:05 PM,FREE,BUSY
03/07/18,12:05 PM,03:05 PM,Padres at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: MLB.com",03/07/18,03/07/18,03:05 PM,06:05 PM,FALSE,TRUE,03/07/18,11:05 AM,02:05 PM,FREE,BUSY
03/09/18,12:05 PM,03:05 PM,Mariners at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: MLB.com",03/09/18,03/09/18,03:05 PM,06:05 PM,FALSE,TRUE,03/09/18,11:05 AM,02:05 PM,FREE,BUSY
03/10/18,12:05 PM,03:05 PM,Angels at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: KNBR 680",03/10/18,03/10/18,03:05 PM,06:05 PM,FALSE,TRUE,03/10/18,11:05 AM,02:05 PM,FREE,BUSY
03/11/18,03:05 PM,06:05 PM,Padres at Giants,Scottsdale Stadium - Scottsdale,"Local TV: NBC Bay Area ----- Local Radio: KNBR 680",03/11/18,03/11/18,06:05 PM,09:05 PM,FALSE,TRUE,03/11/18,02:05 PM,05:05 PM,FREE,BUSY
03/17/18,04:05 PM,07:05 PM,Athletics at Giants,Scottsdale Stadium - Scottsdale,"Local TV: NBC Bay Area- MLBN ----- Local Radio: KNBR 680",03/17/18,03/17/18,07:05 PM,10:05 PM,FALSE,TRUE,03/17/18,03:05 PM,06:05 PM,FREE,BUSY
03/19/18,01:05 PM,04:05 PM,Indians at Giants,Scottsdale Stadium - Scottsdale,"Local Radio: MLB.com",03/19/18,03/19/18,04:05 PM,07:05 PM,FALSE,TRUE,03/19/18,12:05 PM,03:05 PM,FREE,BUSY
03/22/18,07:05 PM,10:05 PM,Cubs at Giants,Scottsdale Stadium - Scottsdale,"Local TV: NBCS BA ----- Local Radio: KNBR 680",03/22/18,03/23/18,10:05 PM,01:05 AM,FALSE,TRUE,03/22/18,06:05 PM,09:05 PM,FREE,BUSY
03/23/18,01:05 PM,04:05 PM,Royals at Giants,Scottsdale Stadium - Scottsdale,"Local TV: NBC Bay Area ----- Local Radio: MLB.com",03/23/18,03/23/18,04:05 PM,07:05 PM,FALSE,TRUE,03/23/18,12:05 PM,03:05 PM,FREE,BUSY
03/26/18,07:15 PM,10:15 PM,Athletics at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680",03/26/18,03/27/18,10:15 PM,01:15 AM,FALSE,TRUE,03/26/18,06:15 PM,09:15 PM,FREE,BUSY
03/27/18,06:05 PM,09:05 PM,Athletics at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA- NBCS BA+ ----- Local Radio: KNBR 680",03/27/18,03/28/18,09:05 PM,12:05 AM,FALSE,TRUE,03/27/18,05:05 PM,08:05 PM,FREE,BUSY
04/03/18,01:35 PM,04:35 PM,Mariners at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA- MLBN (out-of-market only) ----- Local Radio: KNBR 680- KXZM 93.7",04/03/18,04/03/18,04:35 PM,07:35 PM,FALSE,TRUE,04/03/18,12:35 PM,03:35 PM,FREE,BUSY
04/04/18,04:15 PM,07:15 PM,Mariners at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/04/18,04/04/18,07:15 PM,10:15 PM,FALSE,TRUE,04/04/18,03:15 PM,06:15 PM,FREE,BUSY
04/07/18,03:05 PM,06:05 PM,Dodgers at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/07/18,04/07/18,06:05 PM,09:05 PM,FALSE,TRUE,04/07/18,02:05 PM,05:05 PM,FREE,BUSY
04/08/18,01:05 PM,04:05 PM,Dodgers at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/08/18,04/08/18,04:05 PM,07:05 PM,FALSE,TRUE,04/08/18,12:05 PM,03:05 PM,FREE,BUSY
04/09/18,07:15 PM,10:15 PM,D-backs at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/09/18,04/10/18,10:15 PM,01:15 AM,FALSE,TRUE,04/09/18,06:15 PM,09:15 PM,FREE,BUSY
04/10/18,07:15 PM,10:15 PM,D-backs at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA+ ----- Local Radio: KNBR 680- KXZM 93.7",04/10/18,04/11/18,10:15 PM,01:15 AM,FALSE,TRUE,04/10/18,06:15 PM,09:15 PM,FREE,BUSY
04/11/18,12:45 PM,03:45 PM,D-backs at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/11/18,04/11/18,03:45 PM,06:45 PM,FALSE,TRUE,04/11/18,11:45 AM,02:45 PM,FREE,BUSY
04/23/18,07:15 PM,10:15 PM,Nationals at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA- MLBN (out-of-market only) ----- Local Radio: KNBR 680- KXZM 93.7",04/23/18,04/24/18,10:15 PM,01:15 AM,FALSE,TRUE,04/23/18,06:15 PM,09:15 PM,FREE,BUSY
04/24/18,07:15 PM,10:15 PM,Nationals at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA+ ----- Local Radio: KNBR 680- KXZM 93.7",04/24/18,04/25/18,10:15 PM,01:15 AM,FALSE,TRUE,04/24/18,06:15 PM,09:15 PM,FREE,BUSY
04/25/18,12:45 PM,03:45 PM,Nationals at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/25/18,04/25/18,03:45 PM,06:45 PM,FALSE,TRUE,04/25/18,11:45 AM,02:45 PM,FREE,BUSY
04/27/18,07:15 PM,10:15 PM,Dodgers at Giants,AT&T Park - San Francisco,"Local TV: NBC Bay Area ----- Local Radio: KNBR 680- KXZM 93.7",04/27/18,04/28/18,10:15 PM,01:15 AM,FALSE,TRUE,04/27/18,06:15 PM,09:15 PM,FREE,BUSY
04/28/18,01:05 PM,04:05 PM,Dodgers at Giants,AT&T Park - San Francisco,"Local TV: NBCS BA ----- Local Radio: KNBR 680- KXZM 93.7",04/28/18,04/28/18,04:05 PM,07:05 PM,FALSE,TRUE,04/28/18,12:05 PM,03:05 PM,FREE,BUSY
