START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/22/18,01:05 PM,01:05 PM,Spartans at Phillies,Spectrum Field - Clearwater,"",02/22/18,02/22/18,04:05 PM,04:05 PM,FALSE,TRUE,02/22/18,12:05 PM,12:05 PM,FREE,BUSY
02/24/18,01:05 PM,01:05 PM,Orioles at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP ----- Local Radio: 94 WIP",02/24/18,02/24/18,04:05 PM,04:05 PM,FALSE,TRUE,02/24/18,12:05 PM,12:05 PM,FREE,BUSY
02/25/18,01:05 PM,01:05 PM,Yankees at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP- MLBN ----- Local Radio: 94 WIP",02/25/18,02/25/18,04:05 PM,04:05 PM,FALSE,TRUE,02/25/18,12:05 PM,12:05 PM,FREE,BUSY
02/27/18,01:05 PM,01:05 PM,Tigers at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+- MLBN",02/27/18,02/27/18,04:05 PM,04:05 PM,FALSE,TRUE,02/27/18,12:05 PM,12:05 PM,FREE,BUSY
03/01/18,01:05 PM,01:05 PM,Yankees at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+- MLBN",03/01/18,03/01/18,04:05 PM,04:05 PM,FALSE,TRUE,03/01/18,12:05 PM,12:05 PM,FREE,BUSY
03/03/18,01:05 PM,01:05 PM,Orioles at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+ ----- Local Radio: 94 WIP",03/03/18,03/03/18,04:05 PM,04:05 PM,FALSE,TRUE,03/03/18,12:05 PM,12:05 PM,FREE,BUSY
03/04/18,01:05 PM,01:05 PM,Blue Jays at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+ ----- Local Radio: 94 WIP",03/04/18,03/04/18,04:05 PM,04:05 PM,FALSE,TRUE,03/04/18,12:05 PM,12:05 PM,FREE,BUSY
03/05/18,01:05 PM,01:05 PM,Twins at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+- MLBN",03/05/18,03/05/18,04:05 PM,04:05 PM,FALSE,TRUE,03/05/18,12:05 PM,12:05 PM,FREE,BUSY
03/07/18,01:05 PM,01:05 PM,Red Sox at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+- MLBN",03/07/18,03/07/18,04:05 PM,04:05 PM,FALSE,TRUE,03/07/18,12:05 PM,12:05 PM,FREE,BUSY
03/09/18,01:05 PM,01:05 PM,Pirates at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+- MLBN",03/09/18,03/09/18,04:05 PM,04:05 PM,FALSE,TRUE,03/09/18,12:05 PM,12:05 PM,FREE,BUSY
03/10/18,01:05 PM,01:05 PM,Rays at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+ ----- Local Radio: 94 WIP",03/10/18,03/10/18,04:05 PM,04:05 PM,FALSE,TRUE,03/10/18,12:05 PM,12:05 PM,FREE,BUSY
03/13/18,01:05 PM,01:05 PM,Rays at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+- MLBN",03/13/18,03/13/18,04:05 PM,04:05 PM,FALSE,TRUE,03/13/18,12:05 PM,12:05 PM,FREE,BUSY
03/16/18,01:05 PM,01:05 PM,Blue Jays at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+",03/16/18,03/16/18,04:05 PM,04:05 PM,FALSE,TRUE,03/16/18,12:05 PM,12:05 PM,FREE,BUSY
03/17/18,01:05 PM,01:05 PM,Braves at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP ----- Local Radio: 94 WIP",03/17/18,03/17/18,04:05 PM,04:05 PM,FALSE,TRUE,03/17/18,12:05 PM,12:05 PM,FREE,BUSY
03/20/18,01:05 PM,01:05 PM,Blue Jays at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+- MLBN",03/20/18,03/20/18,04:05 PM,04:05 PM,FALSE,TRUE,03/20/18,12:05 PM,12:05 PM,FREE,BUSY
03/22/18,01:05 PM,01:05 PM,Tigers at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+",03/22/18,03/22/18,04:05 PM,04:05 PM,FALSE,TRUE,03/22/18,12:05 PM,12:05 PM,FREE,BUSY
03/25/18,01:05 PM,01:05 PM,Orioles at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP ----- Local Radio: 94 WIP",03/25/18,03/25/18,04:05 PM,04:05 PM,FALSE,TRUE,03/25/18,12:05 PM,12:05 PM,FREE,BUSY
03/27/18,01:05 PM,01:05 PM,Pirates at Phillies,Spectrum Field - Clearwater,"Local TV: NBCSP+",03/27/18,03/27/18,04:05 PM,04:05 PM,FALSE,TRUE,03/27/18,12:05 PM,12:05 PM,FREE,BUSY
04/05/18,03:05 PM,03:05 PM,Marlins at Phillies,Citizens Bank Park - Philadelphia,"Local TV: NBC 10 ----- Local Radio: 94 WIP- WSAN AM 1470- WTTM 1680",04/05/18,04/05/18,06:05 PM,06:05 PM,FALSE,TRUE,04/05/18,02:05 PM,02:05 PM,FREE,BUSY
04/07/18,06:05 PM,06:05 PM,Marlins at Phillies,Citizens Bank Park - Philadelphia,"Local TV: NBCSP+ ----- Local Radio: 94 WIP- WTTM 1680- WSAN AM 1470",04/07/18,04/07/18,09:05 PM,09:05 PM,FALSE,TRUE,04/07/18,05:05 PM,05:05 PM,FREE,BUSY
04/08/18,01:35 PM,01:35 PM,Marlins at Phillies,Citizens Bank Park - Philadelphia,"Local TV: NBCSP+ ----- Local Radio: 94 WIP- WSAN AM 1470- WTTM 1680",04/08/18,04/08/18,04:35 PM,04:35 PM,FALSE,TRUE,04/08/18,12:35 PM,12:35 PM,FREE,BUSY
04/09/18,07:05 PM,07:05 PM,Reds at Phillies,Citizens Bank Park - Philadelphia,"Local TV: NBCSP+ ----- Local Radio: 94 WIP- WSAN AM 1470- WTTM 1680",04/09/18,04/09/18,10:05 PM,10:05 PM,FALSE,TRUE,04/09/18,06:05 PM,06:05 PM,FREE,BUSY
04/10/18,07:05 PM,07:05 PM,Reds at Phillies,Citizens Bank Park - Philadelphia,"Local TV: NBCSP+ ----- Local Radio: 94 WIP- WSAN AM 1470- WTTM 1680",04/10/18,04/10/18,10:05 PM,10:05 PM,FALSE,TRUE,04/10/18,06:05 PM,06:05 PM,FREE,BUSY
04/11/18,07:05 PM,07:05 PM,Reds at Phillies,Citizens Bank Park - Philadelphia,"Local TV: PHL 17 ----- Local Radio: 94 WIP- WTTM 1680- WSAN AM 1470",04/11/18,04/11/18,10:05 PM,10:05 PM,FALSE,TRUE,04/11/18,06:05 PM,06:05 PM,FREE,BUSY
04/19/18,07:05 PM,07:05 PM,Pirates at Phillies,Citizens Bank Park - Philadelphia,"Local TV: NBCSP+- MLBN (out-of-market only) ----- Local Radio: 94 WIP- WSAN AM 1470- WTTM 1680",04/19/18,04/19/18,10:05 PM,10:05 PM,FALSE,TRUE,04/19/18,06:05 PM,06:05 PM,FREE,BUSY
04/20/18,07:05 PM,07:05 PM,Pirates at Phillies,Citizens Bank Park - Philadelphia,"Local TV: NBCSP+- MLBN (out-of-market only) ----- Local Radio: 94 WIP- WTTM 1680",04/20/18,04/20/18,10:05 PM,10:05 PM,FALSE,TRUE,04/20/18,06:05 PM,06:05 PM,FREE,BUSY
04/21/18,04:05 PM,04:05 PM,Pirates at Phillies,Citizens Bank Park - Philadelphia,"Local TV: NBCSP+ ----- Local Radio: 94 WIP- WSAN AM 1470- WTTM 1680",04/21/18,04/21/18,07:05 PM,07:05 PM,FALSE,TRUE,04/21/18,03:05 PM,03:05 PM,FREE,BUSY
04/22/18,01:35 PM,01:35 PM,Pirates at Phillies,Citizens Bank Park - Philadelphia,"Local TV: NBCSP ----- Local Radio: 94 WIP- WSAN AM 1470- WTTM 1680",04/22/18,04/22/18,04:35 PM,04:35 PM,FALSE,TRUE,04/22/18,12:35 PM,12:35 PM,FREE,BUSY
04/24/18,07:05 PM,07:05 PM,D-backs at Phillies,Citizens Bank Park - Philadelphia,"Local TV: NBCSP+ ----- Local Radio: 94 WIP- WSAN AM 1470- WTTM 1680",04/24/18,04/24/18,10:05 PM,10:05 PM,FALSE,TRUE,04/24/18,06:05 PM,06:05 PM,FREE,BUSY
